simulation_id,timestamp,duration,metrics
parameter_estimation,2025-11-02 13:36:30.073129,0.0,{'status': 'completed'}
scenario_analysis,2025-11-02 13:36:30.782635,0.0,"{'Base Case': {'final_value': 1.0342183744188655, 'sharpe_ratio': 0.1653845603809521, 'max_drawdown': 0.10027513210756638, 'var_95': -0.016739775442411356, 'cvar_95': -0.021815937186050283, 'volatility': 0.17166305824702588}, 'Market Stress': {'final_value': 0.9467944842769445, 'sharpe_ratio': -0.0090267320778138, 'max_drawdown': 0.3550571291280137, 'var_95': -0.035849773440711385, 'cvar_95': -0.04834062025931508, 'volatility': 0.37816919678119576}, 'Crisis Scenario': {'final_value': 0.6545905430244773, 'sharpe_ratio': -0.33840720931866825, 'max_drawdown': 0.5134154150713669, 'var_95': -0.06108429113590126, 'cvar_95': -0.07685264416511524, 'volatility': 0.6643136652297585}, 'Bull Market': {'final_value': 1.1787150095970347, 'sharpe_ratio': 1.5912245256908901, 'max_drawdown': 0.07604092290864688, 'var_95': -0.008441308189360551, 'cvar_95': -0.011659219916516285, 'volatility': 0.09354488343003947}}"
monte_carlo_var,2025-11-02 13:36:31.694938,0.0,{'num_paths': 10000}
